Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
FMWT,2020,3,9,2020-09-15,706,10:20:00,10,Lower Sacramento River,2,9.1,220,0.09,225,0.1,21.2,21.2,113,6.6,2,17040,N,5.2,80.8,0,0,0,0,275.4,0,0,0,356.2,0,0,0,0,0,0,0,29.4,29.4,3.7,0,0,804.1,0,3.7,0,0,0,807.8,0,0,33.1,33.1,0,0,33.1,0,33.1,7.3,0,22,33.1,62.4,0,0,0,0,0,0,0,0,0,14.7,0
EMP,2020,9,9,2020-09-15,NZ054,14:15:00,10,SuiBay,1,11,13317,7.65,14517,8.4,20.1,NA,60,NA,NA,31686,N,9.6,819,0,0,0,0,10.4,0,0,47.8,877.2,0,0,0,101.9,35.3,0,0,2.1,139.3,4.2,0,0,4.2,0,968.6,0,0,20.8,993.6,2.1,0,2.1,4.2,0,18.7,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,4.2,0
FMWT,2020,3,9,2020-09-16,602,14:00:00,10,Grizzly Bay,4,1.5,17178,10.09,17218,10.11,20.4,20.3,26,40.4,2,21165,N,6.4,921.3,0,0,0,0,2.8,5.5,0,24.8,954.4,0,0,0,77.2,52.4,0,0,0,129.6,8.3,0,0,13.8,0,1268.8,0,0,66.2,1348.8,5.5,0,0,5.5,0,13.8,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,201.4,0,0,2.8
FMWT,2020,3,9,2020-09-16,605,10:20:00,10,Montezuma Slough,3,8.8,8536,4.73,12757,7.3,20.6,20.3,25,36.8,3,20322,N,6.2,1096.1,0,0,0,0,40,0,0,3.1,1139.2,0,0,0,9.2,3.1,0,0,0,12.3,3.1,6.2,0,6.2,0,110.8,0,0,0,123.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,18.5,0
FMWT,2020,3,9,2020-09-16,606,09:58:00,10,Montezuma Slough,2,8.2,8960,4.99,9082,5.06,20.3,20.2,10,44.6,3,25475,N,7.7,1047.4,0,0,0,0,56.6,0,0,0,1103.9,0,0,0,110.9,0,0,0,0,110.9,4.5,2.3,0,31.7,0,570.1,0,0,0,604,9.1,0,9.1,18.1,0,13.6,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,199.1,4.5,20.4,0
FMWT,2020,3,9,2020-09-16,802,07:59:00,10,Confluence,2,6.4,6618,3.6,6586,3.58,19.8,19.8,52,11.6,3,29025,N,8.8,1143.7,0,0,0,0,78.3,0,0,0,1221.9,0,0,0,207.6,0,0,0,6.8,214.4,0,0,0,47.7,0,367.6,0,0,0,415.3,20.4,0,6.8,27.2,0,17,3.4,0,20.4,0,0,0,6.8,6.8,0,0,0,0,0,0,0,0,0,34,3.4
FMWT,2020,3,9,2020-09-17,508,08:51:00,10,Suisun Bay,2,10.7,10899,6.16,12201,6.96,20.3,20.3,22,24.3,1,13754,N,4.2,1551.5,0,0,0,0,0,0,0,9.6,1561.1,0,0,0,2461.3,0,0,0,0,2461.3,9.6,0,0,9.6,0,450.1,0,0,0,459.7,162.8,0,0,162.8,0,153.2,0,0,153.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0
FMWT,2020,3,9,2020-09-17,513,07:40:00,10,Confluence,2,14.6,10012,5.62,12891,7.39,19.8,19.8,47,10.2,NA,23590,N,7.2,1974.8,0,0,0,0,9.9,0,0,7.4,1992.1,0,0,0,19.8,2.5,0,0,0,22.3,2.5,0,0,0,0,616.2,0,0,2.5,618.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,2.5
FMWT,2020,3.5,9,2020-09-23,508,11:44:00,10,Suisun Bay,2,9.8,16771,9.83,19578,11.63,20.1,20,70,7.6,1,24077,N,7.3,2008.2,0,0,0,0,31.1,7.2,0,14.4,2060.8,0,0,0,35.9,0,0,0,0,35.9,0,0,0,4.8,0,268.1,0,0,12,284.8,0,0,0,0,0,9.6,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,7.2,0
FMWT,2020,3.5,9,2020-09-23,513,09:58:00,10,Confluence,4,9.1,14308,8.27,14818,8.59,20.1,20.2,82,8.4,1,16975,N,5.2,3957.5,0,0,0,0,67.9,0,0,4.9,4030.3,0,0,0,24.3,0,0,0,0,24.3,0,0,0,0,0,281.3,0,0,4.9,286.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0
FMWT,2020,3.5,9,2020-09-23,519,11:19:00,10,Honker Bay,2,2.4,17786,10.48,20964,12.53,19.8,19.7,73,8.9,1,32495,N,9.9,677.8,0,0,0,0,3.7,0,0,23.6,705.1,0,0,0,26.1,3.7,0,0,0,29.8,0,0,0,1.2,0,298,0,0,11.2,310.4,2.5,0,0,2.5,0,6.2,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0
FMWT,2020,3.5,9,2020-09-23,605,13:00:00,10,Montezuma Slough,2,9.4,14352,8.3,16532,9.68,21.4,21,51,25.5,1,23469,N,7.1,1724.3,0,0,2.5,0,5.1,0,0,30.5,1762.5,0,0,0,20.4,7.6,0,0,0,28,0,0,0,7.6,0,506.1,0,0,28,541.7,0,0,0,0,0,5.1,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,40.7,0,0,0
STN,2020,7.5,9,2020-09-23,609,12:08:00,10,Suisun Bay (Mont. Sl.),1,7,8524,4.73,8563,4.75,21.3,21.2,42,20.7,1,24656,N,7.5,689,0,0,0,0,71,0,0,2.4,762.4,0,0,0,78.1,0,0,0,0,78.1,7.1,2.4,0,52.1,0,307.8,0,0,9.5,371.7,2.4,0,0,2.4,0,90,16.6,0,106.5,0,0,0,0,0,0,0,0,0,0,0,0,305.4,0,40.3,0
STN,2020,7.5,9,2020-09-23,610,09:48:00,10,Suisun Bay (Mont. Sl.),4,4.9,8761,4.87,8778,4.88,20.9,20.7,42,18.2,1,24228,N,7.4,587.9,0,0,3.4,0,78.2,0,0,0,669.4,3.4,0,0,190.3,3.4,0,0,0,197.1,17,6.8,0,17,0,149.5,0,0,0,173.3,3.4,0,10.2,13.6,0,57.8,3.4,0,61.2,0,0,0,3.4,3.4,0,0,0,0,0,0,0,163.1,0,20.4,6.8
FMWT,2020,3.5,9,2020-09-23,704,08:01:00,10,Lower Sacramento River,4,10.7,1391,0.68,1261,0.61,20.7,19.7,65,17.5,1,17896,N,5.4,3919.5,0,0,0,0,280.6,0,0,0,4200.1,0,0,0,23,0,0,0,4.6,27.6,4.6,0,0,133.4,0,18.4,0,0,0,151.8,0,0,4.6,4.6,0,9.2,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMWT,2020,3.5,9,2020-09-23,706,07:40:00,10,Lower Sacramento River,4,10.1,479,0.22,NA,NA,20.8,20.2,96,11.5,1,16525,N,5,1654,0,0,0,0,1359.1,0,0,0,3013.1,0,0,0,4,0,0,0,12,16,0,4,0,1542.4,0,35.9,0,0,0,1582.3,0,0,19.9,19.9,0,0,35.9,0,35.9,4,0,12,8,23.9,0,0,0,0,0,0,0,0,0,4,0
FMWT,2020,3.5,9,2020-09-23,802,08:37:00,10,Confluence,4,7.9,5287,2.83,5548,2.98,20.9,20.2,104,13.1,4,22001,N,6.7,2353,0,0,0,0,485,0,0,0,2837.9,0,0,0,67.4,0,0,0,4.5,71.9,0,0,0,76.3,0,121.2,0,0,0,197.6,0,0,9,9,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,40.4,0
STN,2020,7.5,9,2020-09-23,Mont,12:08:00,10,Suisun Bay (Mont. Sl.),1,3.7,8507,4.72,8513,4.72,21.5,21.5,46,25.7,1,22938,N,7,770.2,0,0,0,0,31.2,0,0,0,801.5,0,0,0,2.6,0,0,0,0,2.6,2.6,5.2,0,39,0,359.1,0,0,5.2,408.5,0,0,2.6,2.6,0,18.2,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,242,0,2.6,2.6
EMP,2020,9,9,2020-09-24,NZ028,08:52:00,10,SuiBay,1,1.8,19244,11.41,19236,11.41,20.6,NA,48,NA,NA,21979,N,6.7,1750.8,0,0,0,0,2.8,0,0,79.7,1833.3,0,0,0,5.7,28.5,0,0,0,34.2,0,0,0,0,0,939.4,0,0,125.3,1064.7,2.8,0,0,2.8,0,11.4,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,34.2,2.8,0,0
EMP,2020,9,9,2020-09-24,NZ032,10:51:00,10,SuiMar,1,8.6,13740,7.92,14131,8.16,21.1,NA,56,NA,NA,26644,N,8.1,568.3,0,0,0,0,86.9,0,0,44.6,699.8,0,0,0,4.7,2.3,0,0,0,7,0,7,0,4.7,0,194.9,0,0,21.1,227.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,14.1,0
EMP,2020,9,9,2020-09-24,NZS42,09:56:00,10,SuiMar,1,4.8,13028,7.47,13037,7.48,20.9,NA,52,NA,NA,30915,N,9.4,993.8,0,0,4.8,0,24,0,0,19.2,1041.8,0,0,0,6.4,0,0,0,0,6.4,0,19.2,0,8,0,271.6,0,0,16,314.8,0,0,0,0,0,1.6,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,115,0,6.4,0
STN,2020,8,10,2020-10-07,609,12:15:00,10,Suisun Bay (Mont. Sl.),4,8.5,11689,6.65,12149,6.93,21.6,21.5,48,13.9,1,16017,N,4.9,773.5,0,0,0,0,160.2,0,0,15.6,949.3,7.8,0,0,7.8,0,0,0,0,15.6,7.8,11.7,0,62.5,0,359.4,0,0,7.8,441.4,0,0,117.2,117.2,0,3.9,3.9,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,121.1,0,11.7,0
STN,2020,8,10,2020-10-07,610,11:27:00,10,Suisun Bay (Mont. Sl.),4,7.3,9690,5.43,9805,5.5,21,21.2,60,10.1,1,21244,N,6.5,918.7,0,0,8.4,0,165.8,0,0,0,1092.9,53.4,0,0,16.9,8.4,0,0,0,78.7,0,8.4,0,73.1,0,379.3,0,0,0,460.8,2.8,0,148.9,151.7,0,5.6,0,0,5.6,0,2.8,0,0,2.8,0,0,0,0,0,0,0,238.8,0,25.3,0
STN,2020,8,10,2020-10-07,Mont,11:55:00,10,Suisun Bay (Mont. Sl.),4,2.1,11160,6.32,11088,6.28,21.3,20.8,42,12.9,1,26212,N,8,656.4,0,0,0,0,9.6,0,0,0,666,0,0,0,16.7,0,0,0,0,16.7,2.4,2.4,0,59.7,0,618.2,0,0,19.1,699.4,0,0,47.7,47.7,0,28.6,2.4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,243.5,2.4,2.4,0
FMWT,2020,4,10,2020-10-08,602,13:44:00,10,Grizzly Bay,2,2.1,22305,13.41,21761,13.05,19,19.2,88,12.9,1,28419,N,8.6,813.2,0,0,0,2.1,0,0,0,120,935.3,0,0,0,10.4,64.2,0,0,0,74.5,0,0,2.1,8.3,0,856.7,0,0,378.7,1245.7,0,0,2.1,2.1,0,10.4,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0
FMWT,2020,4,10,2020-10-08,605,12:23:00,10,Montezuma Slough,2,7,18315,10.81,19375,11.5,19.4,19.1,72,16,1,24117,N,7.3,430.7,0,0,0,0,10.4,2.6,0,25.9,469.6,0,0,0,5.2,64.9,0,0,0,70.1,2.6,0,0,7.8,0,1585.2,0,0,588.9,2181.9,0,0,2.6,2.6,0,41.5,0,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0
FMWT,2020,4,10,2020-10-08,606,13:18:00,10,Montezuma Slough,2,7.6,17314,10.17,17305,10.17,20.6,20.3,75,14.1,1,25190,N,7.6,1855.3,0,0,0,0,0,0,0,0,1855.3,0,0,0,7.1,37.9,0,0,0,45,0,2.4,0,9.5,0,2606.4,0,0,253.5,2871.8,0,0,14.2,14.2,0,42.7,0,0,42.7,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0
FMWT,2020,4,10,2020-10-08,802,14:45:00,10,Confluence,2,6.7,9156,5.11,9985,5.61,20.6,20.7,110,7.6,1,35419,N,10.8,1569,0,0,0,0,18.6,0,0,0,1587.6,0,0,0,14,0,0,0,0,14,0,0,0,20.9,0,1708.4,0,0,7,1736.3,0,0,4.7,4.7,0,25.6,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMWT,2020,4,10,2020-10-09,508,10:12:00,10,Suisun Bay,4,9.1,12145,6.93,13593,7.82,18.9,19.1,65,14.1,1,20444,N,6.2,805.4,0,0,0,0,32.2,0,0,32.2,869.8,0,0,0,380.2,32.2,0,0,0,412.4,0,0,0,12.9,0,1971.6,0,0,77.3,2061.8,38.7,0,19.3,58,0,103.1,0,0,103.1,0,0,0,0,0,0,0,0,0,0,0,0,19.3,0,0,0
FMWT,2020,4,10,2020-10-09,513,08:37:00,10,Confluence,1,16.5,11916,6.79,12943,7.42,20,19.6,82,10.1,1,19499,N,5.9,2461,0,0,0,0,15,0,0,80.8,2556.8,0,0,0,9,12,0,0,0,21,0,0,0,3,0,1523.9,0,0,26.9,1553.8,0,0,6,6,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
FMWT,2020,4,10,2020-10-09,519,08:50:00,10,Honker Bay,4,3,15344,8.92,15329,8.91,18.9,18.9,69,18,1,32511,N,9.9,454.3,0,0,19.8,1.8,7.2,0,0,34.1,517.1,16.2,0,0,25.1,16.2,0,0,1.8,59.3,0,53.9,1.8,1.8,0,691.3,0,0,59.3,808.1,0,0,41.3,41.3,0,5.4,0,0,5.4,0,0,0,0,0,0,0,21.6,0,0,0,21.6,19.8,0,1.8,0
EMP,2020,10,10,2020-10-09,NZ060,10:25:00,10,WestDel,1,11.2,9128,5.09,9950,5.58,20.1,NA,132,NA,NA,NA,N,8.6,4229.7,0,0,0,0,327.8,0,0,5.8,4563.3,0,0,0,49.3,2.9,0,0,5.8,58,0,0,0,23.2,0,945.7,0,0,5.8,974.7,0,0,2.9,2.9,0,2.9,0,0,2.9,0,2.9,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0
EMP,2020,10,10,2020-10-09,NZ064,11:55:00,10,SacR,1,9.5,3077,1.58,4078,2.14,20.7,NA,60,NA,NA,NA,N,11.5,2277.5,0,0,0,0,685.5,0,0,0,2963,0,0,3,12.1,0,0,0,4.5,19.7,0,0,0,566,0,69.6,0,0,0,635.6,0,0,6.1,6.1,0,0,4.5,0,4.5,0,0,3,4.5,7.6,0,0,0,0,0,0,0,0,0,0,0
FMWT,2020,4,10,2020-10-12,704,07:58:00,10,Lower Sacramento River,2,10.1,689,0.32,721,0.33,19.6,19.5,66,10,1,27631,N,8.4,1332.5,0,0,0,0,1046.4,0,0,0,2378.9,0,0,0,40.5,0,0,0,7.2,47.7,4.8,9.5,0,1325.3,0,23.8,0,0,0,1358.7,0,0,35.8,35.8,0,0,50.1,0,50.1,7.2,0,50.1,33.4,90.6,0,0,0,0,0,0,0,0,0,2.4,0
FMWT,2020,4,10,2020-10-12,706,09:21:00,10,Lower Sacramento River,3,9.1,224,0.1,247,0.11,19.5,19.6,56,4.6,2,23577,N,7.2,383.8,0,0,19.6,2.4,2586.1,0,0,0,2991.8,0,0,4.9,0,0,0,0,48.9,53.8,2.4,34.2,0,1957.9,0,2.4,0,0,0,1994.6,0,0,61.1,61.1,0,0,107.6,0,107.6,46.4,0,58.7,141.8,246.9,0,0,4.9,0,0,0,4.9,0,0,7.3,0
EMP,2020,10,10,2020-10-12,NZ054,14:14:00,10,SuiBay,1,11.4,13503,7.77,16871,9.89,20.4,NA,92,NA,NA,25700,N,7.8,755.7,0,2.2,6.7,4.5,17.9,4.5,0,179.4,971,0,0,0,4.5,13.5,0,0,0,17.9,0,6.7,0,4.5,0,1051.7,0,0,42.6,1105.5,0,0,15.7,15.7,0,17.9,0,0,17.9,0,0,0,0,0,0,0,6.7,0,0,0,6.7,4.5,0,2.2,0
EMP,2020,10,10,2020-10-13,NZ028,12:20:00,10,SuiBay,1,1.8,21419,12.83,21404,12.82,20.1,NA,84,NA,NA,30515,N,9.3,550.4,0,0,0,0,0,0,0,210.4,760.8,0,0,0,0,22.7,0,0,0,22.7,1.6,11.3,4.9,1.6,0,663.7,0,0,129.5,811,0,0,4.9,4.9,0,3.2,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP,2020,10,10,2020-10-13,NZ032,14:10:00,10,SuiMar,1,8.8,14535,8.41,15415,8.97,22.2,NA,64,NA,NA,30810,N,9.4,7.3,0,0,0,0,0.3,0,0,0.7,8.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,6.8,0,0,0.2,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP,2020,10,10,2020-10-13,NZS42,13:15:00,10,SuiMar,1,4.6,14744,8.55,14750,8.55,20.5,NA,64,NA,NA,23049,N,7,1470.4,0,0,4.5,0,31.7,0,0,158.4,1665,0,0,0,2.3,2.3,0,0,0,4.5,2.3,22.6,0,18.1,0,683.2,0,0,22.6,746.5,0,0,11.3,11.3,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0
FMWT,2020,4.5,10,2020-10-21,513,12:28:00,10,Confluence,4,13.7,8377,4.64,8895,4.95,20.7,20.4,70,12.3,1,26111,N,7.9,3141.2,0,0,0,0,17.9,0,0,105.1,3264.2,0,0,0,17.9,20.1,0,0,2.2,40.3,4.5,0,0,0,0,1019.5,0,0,4.5,1024,2.2,0,4.5,6.7,0,8.9,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,35.8,0,2.2,2.2
STN,2020,8.5,10,2020-10-21,609,11:20:00,10,Suisun Bay (Mont. Sl.),1,7,11382,6.46,11480,6.52,21.1,20.8,52,10,1,26459,N,8,633.2,0,0,8.8,0,48.5,0,0,6.6,697.2,11,0,0,116.9,4.4,0,0,0,132.4,13.2,88.3,0,24.3,0,375.1,0,0,2.2,489.8,0,0,233.9,233.9,0,44.1,6.6,0,50.8,0,0,0,0,0,0,0,0,0,0,0,0,216.2,0,11,2.2
STN,2020,8.5,10,2020-10-21,610,10:40:00,10,Suisun Bay (Mont. Sl.),4,4.3,12730,7.29,13235,7.6,20.6,20.4,70,7.5,1,29436,N,8.9,67.1,0,0,0,0,1.7,0,0,3.4,72.2,0,0,0,35.2,8.4,0,0,0,43.6,3.4,0,0,0,0,231.6,0,0,6.7,238.3,0,0,40.3,40.3,0,6.7,1.7,0,8.4,0,0,0,1.7,1.7,0,0,0,0,0,0,0,63.8,0,0,1.7
FMWT,2020,4.5,10,2020-10-21,704,09:11:00,10,Lower Sacramento River,4,8.5,7363,4.04,8586,4.76,20.1,20.2,74,10.8,1,33309,N,10.1,3542.7,0,0,0,0,293.4,0,0,1.7,3837.8,0,0,0,72.1,1.7,0,0,1.7,75.5,5.2,0,0,137.3,0,164.7,0,0,0,302,3.4,0,3.4,6.9,0,10.3,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1.7
FMWT,2020,4.5,10,2020-10-21,706,08:50:00,10,Lower Sacramento River,4,8.2,3426,1.77,5675,3.05,19.6,19.8,62,12.8,2,30490,N,9.3,2198,0,0,0,0,490.2,0,0,0,2688.2,0,0,0,53.6,0,0,0,1.9,55.5,1.9,0,0,248.9,0,30.6,0,0,0,279.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9
FMWT,2020,4.5,10,2020-10-21,802,09:37:00,10,Confluence,4,7.6,9957,5.59,6832,3.72,20.2,20,85,6.9,1,26640,N,8.1,3867.6,0,0,0,0,386.1,0,0,6.4,4260.2,0,0,0,83.7,0,0,0,2.2,85.8,2.2,0,0,68.6,0,617.8,0,0,0,686.4,4.3,0,4.3,8.6,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,8.6,0
STN,2020,8.5,10,2020-10-21,Mont,11:01:00,10,Suisun Bay (Mont. Sl.),1,4.3,10520,5.93,12581,7.2,21.2,20.6,63,6.7,1,29634,N,9,2467,0,0,0,0,822.3,0,0,0,3289.3,0,0,0,119.5,0,0,0,0,119.5,8.3,0,0,172.3,0,25,0,0,0,197.3,0,0,8.3,8.3,0,2.8,0,0,2.8,0,0,0,2.8,2.8,0,0,0,0,0,0,0,11.1,0,5.6,0
FMWT,2020,4.5,10,2020-10-22,508,14:00:00,10,Suisun Bay,2,12.2,12035,6.86,13363,7.68,21.5,21.4,67,16.4,1,26171,N,7.9,528.4,0,0,0,2.4,9.6,0,0,33.5,573.8,2.4,0,0,9.6,45.4,0,0,0,57.4,7.2,0,0,9.6,0,571.4,0,0,16.7,597.7,0,0,26.3,26.3,0,2.4,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,45.4,0,0,0
FMWT,2020,4.5,10,2020-10-22,519,13:44:00,10,Honker Bay,2,2.1,14306,8.27,15326,8.91,21.5,21.6,64,18.2,1,25520,N,7.7,404.5,0,0,0,1.9,9.7,0,0,94.8,511,0,0,0,0,65.8,0,0,0,65.8,0,3.9,1.9,3.9,0,420,0,0,31,460.7,0,0,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,0,0,0
FMWT,2020,4.5,10,2020-10-22,602,12:28:00,10,Grizzly Bay,2,1.5,21541,12.91,14485,8.38,20,19.9,85,7.9,1,31548,N,9.6,246.2,0,0,0,0,0.7,0,0,90.6,337.6,0,0,0,1.5,20.5,0,0,0,21.9,2.2,0,1.5,3.7,0,230.9,0,0,103.8,339.8,0,0,11,11,0,4.4,0,0,4.4,0,0,0,0,0,0,0,0.7,0,0,0,0.7,48.2,0,0,0
FMWT,2020,4.5,10,2020-10-22,605,10:33:00,10,Montezuma Slough,2,7.6,15378,8.94,20572,12.27,20.1,19.8,50,14,1,30056,N,9.1,486.3,0,0,0,3.1,9.2,0,0,13.8,512.3,1.5,0,0,3.1,89,0,0,0,93.6,1.5,3.1,0,3.1,0,682.6,0,0,82.8,771.6,0,0,26.1,26.1,0,19.9,0,0,19.9,0,0,0,0,0,0,0,1.5,0,0,0,1.5,84.4,0,1.5,0
FMWT,2020,4.5,10,2020-10-22,606,09:31:00,10,Montezuma Slough,2,7,13507,7.77,10483,5.91,20.1,20.1,50,16.6,1,29074,N,8.8,1095.4,0,0,4.3,0,60.3,0,0,81.8,1241.7,8.6,0,0,58.1,28,0,0,0,94.7,0,36.6,0,17.2,0,176.5,0,0,47.4,277.6,0,0,90.4,90.4,0,6.5,2.2,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,4.3,0
EMP,2020,10,10,2020-10-22,NZS42,10:04:00,10,SuiMar,1,3.7,13382,7.69,12534,7.17,20.3,NA,34,NA,NA,32339,N,9.8,1348.5,0,0,5.8,0,67.7,0,0,96.7,1518.8,7.7,0,0,67.7,3.9,0,0,0,79.3,3.9,27.1,0,17.4,0,226.4,0,0,21.3,292.2,0,0,139.3,139.3,0,3.9,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0
STN,2021,3,7,2021-07-06,602,11:37:00,10,Suisun Bay (Grizzly),4,1.8,20249,12.06,19504,11.58,19.8,19.4,30,50.9,1,11213,N,3.4,16.74,0,0,0,5.58,5.58,39.06,0,133.92,200.88,0,0,0,11.16,117.18,0,0,0,128.34,11.16,0,0,161.82,0,89.28,5.58,0,1009.99,1266.67,0,0,5.58,5.58,0,161.82,0,0,161.82,0,0,0,0,0,0,0,0,0,0,0,0,2455.22,0,0,11.16
FMWT,2021,1,7,2021-07-06,605,11:12:00,10,Montezuma Slough,4,9.8,19697,11.71,19118,11.33,20.7,19.9,43,28.5,1,14628,N,4.4,54.69,0,0,0,0,3.91,19.53,0,296.9,375.03,0,0,0,19.53,50.79,0,0,0,70.32,7.81,0,0,66.41,0,42.97,0,0,515.66,625.04,7.81,0,0,7.81,0,31.25,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,35.16,0,3.91,23.44
STN,2021,3,7,2021-07-06,606,09:34:00,10,Suisun Bay (Mont. Sl.),2,7.6,15899,9.27,16452,9.62,20.6,20.4,51,20.5,1,9630,N,2.9,157.3,0,0,0,0,2.74,0,0,28.72,188.76,0,0,0,2.74,13.68,0,0,0,16.42,1.37,0,0,39.67,0,165.51,0,0,451.39,656.57,0,0,0,0,0,34.2,4.1,0,38.3,0,0,0,1.37,1.37,0,0,0,0,0,0,0,34.2,39.67,84.81,0
STN,2021,3,7,2021-07-06,609,08:29:00,10,Suisun Bay (Mont. Sl.),2,9.1,13601,7.83,13872,8,19.6,19.1,49,22.1,1,10048,N,3.1,78.66,0,0,0,0,13.11,0,0,26.22,117.99,0,0,0,163.87,45.88,0,0,0,209.75,124.54,0,0,268.74,0,176.98,0,0,65.55,511.27,6.55,0,6.55,13.1,0,1356.83,91.77,0,1448.6,0,0,0,0,0,0,0,0,0,0,0,0,825.9,124.54,340.85,6.55
STN,2021,3,7,2021-07-06,610,07:13:00,10,Suisun Bay (Mont. Sl.),2,4.3,13056,7.49,12972,7.44,18.8,18.4,35,24.6,1,10807,N,3.3,127.37,0,0,0,5.79,17.37,0,0,46.32,196.85,0,0,0,34.74,23.16,0,0,0,57.9,98.42,5.79,0,63.69,0,277.9,0,0,237.38,584.76,0,0,0,0,0,138.95,11.58,0,150.53,0,0,0,0,0,0,0,0,0,0,0,0,376.33,69.48,63.69,34.74
STN,2021,3,7,2021-07-06,Mont,08:07:00,10,Suisun Bay (Mont. Sl.),2,2.4,13538,7.79,13301,7.64,19.3,18.6,42,22.5,1,20693,N,6.28,31.03,0,0,0,0,0,0,0,8.46,39.49,0,0,0,90.28,0,0,0,0,90.28,14.11,0,0,56.42,0,107.2,0,0,22.57,186.19,5.64,0,0,5.64,0,19.75,5.64,0,25.39,0,0,0,0,0,0,0,0,0,0,0,0,33.85,14.11,180.55,8.46
EMP,2021,7,7,2021-07-06,NZS42,10:37:00,10,SuiMar,1,3.7,15375,8.94,15374,8.94,20.1,20,28,48.1,NA,19856,N,6,20.58,0,0,0,0,111.72,0,0,8.82,141.12,0,0,0,167.58,5.88,0,0,0,173.46,0,2.94,0,17.64,0,2.94,0,0,20.58,44.1,0,0,2.94,2.94,0,26.46,0,0,26.46,0,0,0,0,0,0,0,0,0,0,0,0,47.04,5.88,147,5.88
