station,date,time,kingdom,phylum,class,phyto_form,genus,taxon,organisms_per_ml,cells_per_ml,biovolume_per_ml_old,biovolume_per_ml_new
C9,2021-09-09,08:00:00.000000,Plantae,Chlorophyta,Chlorophyceae,c,Sphaerocystis,Sphaerocystis sp.,268.31539775500244,1609.8923865300146,47204.47034425573,6743.495763465104
C9,2021-09-09,08:00:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,38.330771107857494,38.330771107857494,9392.726241969252,9392.726241969252
C9,2021-09-09,08:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Aphanocapsa,Aphanocapsa sp.,76.66154221571499,1341.5769887750123,2427.658474847438,1213.829237423719
C9,2021-09-09,08:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,14182.385309907273,28364.770619814546,1889093.7232796487,5105.658711566618
C9,2021-09-09,08:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,421.6384821864324,459.9692532942899,351423.07220405363,31947.55201855033
D28A,2021-09-13,12:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,43.806595551837134,43.806595551837134,30857.686124166237,30857.686124166237
D28A,2021-09-13,12:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,131.4197866555114,131.4197866555114,26227.381737191063,8742.460579063689
D28A,2021-09-13,12:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gomphonema,Gomphonema sp.,43.806595551837134,43.806595551837134,238996.56311543807,238996.56311543804
D28A,2021-09-13,12:35:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,43.806595551837134,43.806595551837134,1467.9718668767573,1467.9718668767573
D28A,2021-09-13,12:35:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,262.8395733110228,262.8395733110228,21909.61773549812,3651.602955916354
D28A,2021-09-13,12:35:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Monoraphidium,Monoraphidium contortum,131.4197866555114,131.4197866555114,4876.9924717917265,1625.664157263909
D28A,2021-09-13,12:35:00.000000,Plantae,Chlorophyta,Chlorophyceae,c,Sphaerocystis,Sphaerocystis sp.,219.03297775918568,613.2923377257198,12844.753835171627,2568.950767034325
D28A,2021-09-13,12:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,438.06595551837137,438.06595551837137,2716167.701927686,271616.7701927686
D28A,2021-09-13,12:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,262.8395733110228,262.8395733110228,136741.57939956992,22790.263233261656
D28A,2021-09-13,12:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,394.2593599665342,394.2593599665342,1021519.0509753962,113502.116775044
D28A,2021-09-13,12:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Aphanocapsa,Aphanocapsa sp.,43.806595551837134,2935.0419019730875,2655.561107180054,2655.5611071800545
D28A,2021-09-13,12:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,15814.180994213204,31584.555392874572,2052364.4094289895,5685.219970717423
D28A,2021-09-13,12:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Merismopedia,Merismopedia tenuissima,43.806595551837134,350.45276441469707,350.45276441469707,350.45276441469707
D26,2021-09-10,07:25:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,51.10769481047665,51.10769481047665,5780.139225827232,5780.139225827231
D26,2021-09-10,07:25:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,51.10769481047665,51.10769481047665,4699.467269828125,4699.467269828125
D26,2021-09-10,07:25:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,102.2153896209533,102.2153896209533,2927.0785599012042,1463.5392799506021
D26,2021-09-10,07:25:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,204.4307792419066,204.4307792419066,81469.13567495957,20367.283918739893
D26,2021-09-10,07:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,21005.262567105903,42214.95591345372,3123062.4384773057,7598.692064421669
NZ325,2021-09-17,12:05:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,54.75824443979642,54.75824443979642,155625.3400606568,155625.3400606568
NZ325,2021-09-17,12:05:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,cf. Thalassiosira sp.,54.75824443979642,54.75824443979642,5462231.568406736,5462231.568406735
NZ325,2021-09-17,12:05:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,219.03297775918568,219.03297775918568,161832.65916355676,40458.16479088918
NZ325,2021-09-17,12:05:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,22122.33075367775,44244.6615073555,3217471.784814892,7964.039071323991
NZ002,2021-09-17,12:20:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Coccomyxa,Coccomyxa sp.,57.49615666178623,57.49615666178623,1648.5438750328085,1648.5438750328085
NZ002,2021-09-17,12:20:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,57.49615666178623,57.49615666178623,937.3534373445998,937.3534373445998
NZ002,2021-09-17,12:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,114.99231332357246,114.99231332357246,99241.49834000463,49620.74917000231
NZ002,2021-09-17,12:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,229.98462664714492,229.98462664714492,180340.3438458096,45085.0859614524
NZ002,2021-09-17,12:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,22940.966508052705,45881.93301610541,3295240.429216691,8258.747942898974
EZ6,2021-09-14,11:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,114.99231332357246,114.99231332357246,23090.21117237333,11545.105586186664
EZ6,2021-09-14,11:40:00.000000,Chromista,Ochrophyta,Chrysophyceae,i,Ochromonas,Ochromonas sp.,57.49615666178623,57.49615666178623,1926.713075275744,1926.713075275744
EZ6,2021-09-14,11:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,287.48078330893117,287.48078330893117,207699.66951472522,41539.93390294504
EZ6,2021-09-14,11:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,57.49615666178623,57.49615666178623,9149.418506432088,9149.418506432088
EZ6,2021-09-14,11:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus minimus,114.99231332357246,229.98462664714492,5286.90067855664,2643.45033927832
EZ6,2021-09-14,11:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,22940.966508052705,45881.93301610541,3295240.429216691,8258.747942898974
EZ6,2021-09-14,11:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,cf. Microcystis sp.,57.49615666178623,114.99231332357246,3571.5841535088075,3571.5841535088075
EZ6-SJR,2021-09-13,08:50:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,41.81538666311726,41.81538666311726,36717.02076406162,36717.02076406161
EZ6-SJR,2021-09-13,08:50:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,83.63077332623452,83.63077332623452,20334.398429659614,10167.199214829807
EZ6-SJR,2021-09-13,08:50:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,cf. Navicula sp.,41.81538666311726,41.81538666311726,7678.389494309129,7678.389494309128
EZ6-SJR,2021-09-13,08:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,250.89231997870354,250.89231997870354,33794.109451001255,5632.3515751668765
EZ6-SJR,2021-09-13,08:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Drepanochloris,Drepanochloris nannoselene,41.81538666311726,41.81538666311726,563.1530532663209,563.1530532663209
EZ6-SJR,2021-09-13,08:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,125.44615998935177,125.44615998935177,131643.7218026199,43881.2406008733
EZ6-SJR,2021-09-13,08:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,83.63077332623452,83.63077332623452,56103.25741601793,28051.628708008964
EZ6-SJR,2021-09-13,08:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,334.5230933049381,334.5230933049381,239613.04427065613,29951.630533832013
EZ6-SJR,2021-09-13,08:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus minutus,41.81538666311726,83.63077332623452,2043.0164827287526,2043.0164827287524
EZ6-SJR,2021-09-13,08:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,15680.769998668971,31361.539997337943,2116903.949820311,5645.07719952083
EZ6-SJR,2021-09-13,08:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,cf. Microcystis sp.,209.0769333155863,250.89231997870354,55951.74770600761,11190.349541201522
NZS42,2021-09-16,11:45:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,1199.9197912024954,1199.9197912024954,6211450.701754448,1035241.7836257416
NZS42,2021-09-16,11:45:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,199.98663186708256,199.98663186708256,139385.8827321917,139385.88273219173
NZS42,2021-09-16,11:45:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,199.98663186708256,199.98663186708256,172540.29727095691,172540.29727095691
NZS42,2021-09-16,11:45:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,79594.67948309885,159189.3589661977,11404325.676338403,28654.08461391559
NZS42,2021-09-16,11:45:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena sp.,199.98663186708256,199.98663186708256,185382.7299753404,185382.72997534036
EZ2,2021-09-14,12:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,96.83563227248207,96.83563227248207,215340.60794746346,107670.30397373174
EZ2,2021-09-14,12:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,96.83563227248207,96.83563227248207,60517.145040849144,30258.572520424575
EZ2,2021-09-14,12:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,48.417816136241036,48.417816136241036,14766.271893966243,14766.271893966245
EZ2,2021-09-14,12:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,145.25344840872313,145.25344840872313,184914.56349841697,61638.18783280565
EZ2,2021-09-14,12:35:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,96.83563227248207,96.83563227248207,34794.91705020998,17397.45852510499
EZ2,2021-09-14,12:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,19076.61955767897,38153.23911535794,2705827.718061185,6867.583040764429
EZ2,2021-09-14,12:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,Microcystis sp.,242.08908068120522,290.50689681744626,52417.49678726823,10483.499357453646
NZ032,2021-09-16,12:50:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,176.91125126703457,176.91125126703457,70813.93069041587,23604.643563471956
NZ032,2021-09-16,12:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,58.97041708901153,58.97041708901153,29641.73961962683,29641.739619626835
NZ032,2021-09-16,12:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,353.82250253406914,353.82250253406914,158607.0203566992,26434.5033927832
NZ032,2021-09-16,12:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,24000.95975522769,48001.91951045538,3516620.623335961,8640.345511881967
NZ032,2021-09-16,12:50:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Lepocinclis,Lepocinclis sp.,58.97041708901153,58.97041708901153,98411.34745746368,98411.34745746368
EZ2-SJR,2021-09-13,09:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,137.99077598828697,137.99077598828697,328416.673050455,109472.22435015165
EZ2-SJR,2021-09-13,09:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,413.9723279648609,413.9723279648609,1645785.9779368592,182865.108659651
EZ2-SJR,2021-09-13,09:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Encyonema,Encyonema sp.,45.99692532942899,45.99692532942899,3558.799496179796,3558.799496179796
EZ2-SJR,2021-09-13,09:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,91.99385065885798,91.99385065885798,36429.56486090776,18214.782430453877
EZ2-SJR,2021-09-13,09:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,45.99692532942899,45.99692532942899,17144.856300341213,17144.856300341213
EZ2-SJR,2021-09-13,09:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,551.9631039531479,551.9631039531479,1350388.4947174226,112532.37455978521
EZ2-SJR,2021-09-13,09:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Dolichospermum,Dolichospermum sp.,45.99692532942899,1103.9262079062958,29278.13922058268,29278.13922058268
EZ2-SJR,2021-09-13,09:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,17248.84699853587,34497.69399707174,2328594.3448023424,6209.584919472913
EZ2-SJR,2021-09-13,09:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Microcystis,Microcystis sp.,229.98462664714495,229.98462664714495,30498.061688106958,6099.612337621392
D7,2021-09-16,10:45:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,67.64253724916027,67.64253724916027,553.3987463452848,553.3987463452848
D7,2021-09-16,10:45:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Schroederia,cf. Schroederia sp.,67.64253724916027,67.64253724916027,1317.5317352988543,1317.5317352988543
D7,2021-09-16,10:45:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis sp.,338.2126862458014,338.2126862458014,212901.79481796976,42580.35896359395
D7,2021-09-16,10:45:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus minutus,67.64253724916027,270.5701489966411,1133.3606325151434,1133.3606325151436
D7,2021-09-16,10:45:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,26718.80221341831,53437.60442683662,3799413.6747480836,9618.76879683059
D41A,2021-09-17,09:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,551.9631039531479,551.9631039531479,2136814.5853101085,356135.7642183514
D41A,2021-09-17,09:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,91.99385065885798,91.99385065885798,9309.041735871157,9309.041735871157
D41A,2021-09-17,09:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,91.99385065885798,91.99385065885798,17144.856300341213,17144.856300341213
D41A,2021-09-17,09:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,37165.51566617862,75250.96983894582,5472250.526688139,13545.174571010246
NZ004,2021-09-17,12:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,70.76450050681382,70.76450050681382,32138.90797388228,16069.45398694114
NZ004,2021-09-17,12:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,106.14675076022073,106.14675076022073,12353.046777781385,4117.682259260461
NZ004,2021-09-17,12:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis sp.,70.76450050681382,70.76450050681382,11467.203389248833,5733.601694624416
NZ004,2021-09-17,12:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus minutus,35.38225025340691,141.52900101362764,592.8347923925365,592.8347923925365
NZ004,2021-09-17,12:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,14011.371100349135,28058.12445095168,1999983.1108638356,5050.462401171301
D10,2021-09-15,12:55:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,cf. Cyclotella sp.,131.41978665551142,131.41978665551142,508693.5385815524,508693.5385815523
D10,2021-09-15,12:55:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,54276.371888726215,108552.74377745243,8069810.972415814,19539.493879941438
D41,2021-09-17,11:20:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,83.63077332623452,83.63077332623452,18315.816171840037,9157.90808592002
D41,2021-09-17,11:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,41.81538666311726,41.81538666311726,13308.245100264852,13308.245100264852
D41,2021-09-17,11:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,459.96925329428984,459.96925329428984,1015428.8485668116,92311.7135060738
D41,2021-09-17,11:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,16726.154665246904,33452.30933049381,2408566.271795554,6021.415679488885
C10A,2021-09-09,01:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Achnanthes,Achnanthes sp.,41.06868332984731,41.06868332984731,26983.12203887149,13491.561019435747
C10A,2021-09-09,01:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,cf. Cocconeis sp.,20.534341664923655,20.534341664923655,35874.92438476319,35874.924384763195
C10A,2021-09-09,01:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Encyonema,Encyonema sp.,20.534341664923655,20.534341664923655,1980.415314441048,1980.4153144410484
C10A,2021-09-09,01:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,41.06868332984731,41.06868332984731,65891.65185995752,32945.82592997876
C10A,2021-09-09,01:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,cf. Nitzschia sp.,20.534341664923655,20.534341664923655,323092.46534132503,323092.46534132503
C10A,2021-09-09,01:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,41.06868332984731,41.06868332984731,9889.338945827232,4944.669472913616
C10A,2021-09-09,01:30:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,61.60302499477097,61.60302499477097,5728.917902776931,1909.639300925644
C10A,2021-09-09,01:30:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,574.9615666178623,574.9615666178623,500021.78149123304,17857.920767544038
C10A,2021-09-09,01:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Dolichospermum,cf. Dolichospermum sp.,41.06868332984731,82.13736665969462,15105.430510161828,7552.715255080915
C10A,2021-09-09,01:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,7351.2943160426685,14702.588632085337,947434.8114515791,2646.465953775361
C10A,2021-09-09,01:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,20.534341664923655,2094.502849822213,10659.712116916204,10659.712116916206
MD10A,2021-09-10,09:03:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,57.49615666178623,57.49615666178623,8609.417002379208,8609.417002379208
MD10A,2021-09-10,09:03:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,229.98462664714492,229.98462664714492,54009.62092612966,13502.405231532415
MD10A,2021-09-10,09:03:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Monoraphidium,Monoraphidium sp.,57.49615666178623,57.49615666178623,608.6004926527255,608.6004926527254
MD10A,2021-09-10,09:03:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,402.4730966325036,402.4730966325036,1166717.4901462102,166673.92716374435
MD10A,2021-09-10,09:03:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,344.9769399707174,344.9769399707174,197030.49586038574,32838.415976730954
MD10A,2021-09-10,09:03:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,22366.004941434843,44732.00988286969,3132135.331998535,8051.761778916544
